"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"45","12-2-129-159-2016","12-2-129-159-2011","12-2-129-159",75020.6204715678,71108.6262650055,77.9527,74.2924,0,1,0,1,0,30.270341,-84.553205,6,2016,2010,37,32,1,1,142,142," 232Lc",1,0,3,0,2,"FL3029008454320151015","FL30290084543","2015","10","15",2011,12,2,129,159,11,16,"12-2-129-159",2011,12,2,129,159,NA,0.0908,NA,NA,"12-2-129-159",2016,12,2,129,159,NA,0.090823,NA,NA,"12-2-129-159","2016-11-16","2016-11",1,1,1,396,13.02,1.08,555.67848,3,185.22616,1,370.45232,2,185.22616,1,-185.22616,-1,0,0
"46","12-2-129-166-2016","12-2-129-166-2011","12-2-129-166",24588.3094538544,22769.8107461665,22.0515,19.0351,0,1,0,1,0,30.115769,-84.437253,6,2016,2010,75,70,0,0,403,403," 232Bg",1,0,2,1,3,"FL3010808443120141205","FL30108084431","2014","12","05",2011,12,2,129,166,11,17,"12-2-129-166",2011,12,2,129,166,3,1,70,70,"12-2-129-166",2016,12,2,129,166,3,1,75,75,"12-2-129-166","2016-11-17","2016-11",2,-1,12,712,23.41,1.95,2222.71392,3,1481.80928,1,8705.62952,2,4445.42784,1,6482.9156,-1,2963.61856,0
"47","12-2-129-174-2016","12-2-129-174-2011","12-2-129-174",6709.59087224033,2102.35739056568,33.8103,6.3967,0,0,0,0,0,30.2018,-84.580963,6.4,2017,2011,15,5,0,0,142,166," 232Lc",0,0,4,0,1,"FL3018808460320130408","FL30188084603","2013","04","08",2011,12,2,129,174,1,4,"12-2-129-174",2011,12,2,129,174,1,1,5,5,"12-2-129-174",2016,12,2,129,174,1,0.5,15,15,"12-2-129-174","2017-1-4","2017-1",4,-3,-4,1365,44.89,3.74,3519.29704,2,555.67848,1,926.1308,2,0,0,-2593.16624,0,-555.67848,-1
"48","12-2-129-176-2017","12-2-129-176-2012","12-2-129-176",108907.531318577,104424.976639821,73.9597,67.3076,0,0,0,0,0,30.146119,-84.558945,6.3,2019,2012,61,55,0,0,608,608," 232Lc",0,0,6,0,1,"FL3018808460320130408","FL30188084603","2013","04","08",2012,12,2,129,176,10,10,"12-2-129-176",2012,12,2,129,176,3,0.25,85,85,"12-2-129-176",2017,12,2,129,176,3,0.25,90,90,"12-2-129-176","2019-10-10","2019-10",6,6,2,2374,78.07,6.51,185.22616,1,0,0,185.22616,1,0,0,0,0,0,0
"49","12-2-129-180-2016","12-2-129-180-2011","12-2-129-180",76817.541121356,133933.990559228,82.5083,145.3082,1,1,0,1,0,30.10561,-84.587037,6,2016,2010,38,33,1,1,142,142," 232Lc",1,0,2,0,1,"FL3010608458620141203","FL30106084586","2014","12","03",2011,12,2,129,180,12,1,"12-2-129-180",2011,12,2,129,180,2,1,33,33,"12-2-129-180",2016,12,2,129,180,2,1,38,38,"12-2-129-180","2016-12-1","2016-12",2,0,-2,728,23.94,2,370.45232,1,0,0,555.67848,1,0,0,185.22616,0,0,0
"50","12-2-129-200-2017","12-2-129-200-2012","12-2-129-200",68643.3931914361,55388.1313465435,56.1451,49.3474,0,1,0,1,0,30.218654,-84.659662,6.4,2018,2012,43,36,1,1,142,142," 232Lc",1,0,3,0,2,"FL3023408465020170128","FL30234084650","2017","01","28",2012,12,2,129,200,7,16,"12-2-129-200",2012,12,2,129,200,2,1,36,36,"12-2-129-200",2017,12,2,129,200,2,1,43,43,"12-2-129-200","2018-7-16","2018-7",1,6,-12,535,17.59,1.47,0,0,0,0,0,0,0,0,0,0,0,0
"51","12-2-129-32-2011","12-2-129-32-2004","12-2-129-32",51743.7117415971,30212.8516112046,58.3539,44.0819,0,0,0,0,0,30.265999,-84.622994,6.7,2011,2004,57,50,0,0,608,608," 232Lc",0,0,1,0,2,"FL3029508456720060125","FL30295084567","2006","01","25",2004,12,2,129,32,5,11,"12-2-129-32",2004,12,2,129,32,2,0.5,50,50,"12-2-129-32",2011,12,2,129,32,2,0.5,57,57,"12-2-129-32","2011-5-11","2011-5",5,4,-14,1933,63.56,5.3,0,0,0,0,0,0,0,0,0,0,0,0
"52","12-2-129-33-2011","12-2-129-33-2004","12-2-129-33",5096.47537232576,26298.3109405054,70.8122,74.201,0,0,0,0,0,30.114554,-84.102582,6.4,2010,2004,31,55,0,0,602,983," 232Lc",0,0,1,0,2,"FL3012308411120090318","FL30123084111","2009","03","18",2004,12,2,129,33,5,20,"12-2-129-33",2004,12,2,129,33,2,0.5,55,55,"12-2-129-33",2011,12,2,129,33,2,0.5,31,31,"12-2-129-33","2010-5-20","2010-5",1,2,2,428,14.07,1.17,555.67848,2,0,0,926.1308,2,0,0,370.45232,0,0,0
"53","12-2-129-37-2013","12-2-129-37-2002","12-2-129-37",0,2527.06135881687,0,5.1995,0,0,0,0,0,30.167596,-84.593268,10.6,2013,2002,0,4,0,0,407,608," 232Lc",0,1,1,0,2,"FL3018808460320130408","FL30188084603","2013","04","08",2002,12,2,129,37,11,13,"12-2-129-37",2002,12,2,129,37,NA,0.25,NA,NA,"12-2-129-37",2013,12,2,129,37,0,1,0,0,"12-2-129-37","2013-11-13","2013-11",0,7,5,218,7.17,0.6,1111.35696,2,185.22616,1,926.1308,2,0,0,-185.22616,0,-185.22616,-1
"54","12-2-129-38-2016","12-2-129-38-2011","12-2-129-38",70969.4258399664,66044.4679080246,54.817,53.3316,0,1,0,1,0,30.048495,-84.544941,6.2,2016,2010,115,110,0,0,141,141," 232Lc",1,0,4,1,3,"FL3004508455920080125","FL30045084559","2008","01","25",2011,12,2,129,38,9,30,"12-2-129-38",2011,12,2,129,38,3,1,110,110,"12-2-129-38",2016,12,2,129,38,3,1,115,115,"12-2-129-38","2016-9-30","2016-9",8,8,5,3168,104.18,8.68,0,0,0,0,0,0,0,0,0,0,0,0
"55","12-2-129-4-2011","12-2-129-4-2004","12-2-129-4",29536.1554578716,24264.1637417724,26.0603,12.9184,0,0,0,0,0,30.280739,-84.463419,6.4,2010,2004,20,14,1,0,141,141," 232Lc",0,0,0,0,2,"FL3028508445420050207","FL30285084454","2005","02","07",2004,12,2,129,4,5,18,"12-2-129-4",2004,12,2,129,4,NA,0.1983,NA,NA,"12-2-129-4",2011,12,2,129,4,NA,0.1535,NA,NA,"12-2-129-4","2010-5-18","2010-5",5,3,11,1927,63.37,5.28,0,0,0,0,0,0,0,0,0,0,0,0
"56","12-2-129-43-2016","12-2-129-43-2011","12-2-129-43",78066.3993420367,66698.9290816512,102.6099,103.464,0,1,0,1,0,30.198946,-84.37956,6.1,2016,2010,41,36,1,1,141,141," 232Bg",1,0,5,0,2,"FL3020608438920110201","FL30206084389","2011","02","01",2011,12,2,129,43,11,15,"12-2-129-43",2011,12,2,129,43,2,0.0015,22,22,"12-2-129-43",2016,12,2,129,43,2,0.168307,27,27,"12-2-129-43","2016-11-15","2016-11",5,9,14,2113,69.48,5.79,0,0,0,0,0,0,0,0,0,0,0,0
"57","12-2-129-48-2011","12-2-129-48-2004","12-2-129-48",123376.384628689,111149.76692522,124.8685,123.8525,0,0,0,0,0,30.189528,-84.665788,6.6,2010,2004,61,55,0,0,142,142," 232Lc",0,0,3,0,2,"FL3019608464620090124","FL30196084646","2009","01","24",2004,12,2,129,48,5,12,"12-2-129-48",2004,12,2,129,48,3,0.25,0,55,"12-2-129-48",2011,12,2,129,48,3,0.25,0,61,"12-2-129-48","2010-5-12","2010-5",1,4,-12,475,15.62,1.3,1481.80928,2,0,0,1852.2616,2,0,0,370.45232,0,0,0
"58","12-2-129-54-2017","12-2-129-54-2012","12-2-129-54",34430.1298327987,42257.6324897574,45.6836,48.9963,0,0,1,0,0,30.229592,-84.454946,5.8,2018,2012,50,83,0,0,608,608," 232Lc",1,0,5,0,1,"FL3022708445220150130","FL30227084452","2015","01","30",2012,12,2,129,54,10,8,"12-2-129-54",2012,12,2,129,54,2,1,83,83,"12-2-129-54",2017,12,2,129,54,2,1,50,50,"12-2-129-54","2018-10-8","2018-10",3,9,-22,1347,44.29,3.69,0,0,0,0,0,0,0,0,0,0,0,0
"59","12-2-129-58-2017","12-2-129-58-2012","12-2-129-58",134180.81627769,121177.482691935,187.426,182.712,0,0,0,0,0,30.156887,-84.493937,6.4,2019,2012,56,56,0,0,407,608," 232Lc",0,0,5,0,2,"FL3015008451020160215","FL30150084510","2016","02","15",2012,12,2,129,58,8,14,"12-2-129-58",2012,12,2,129,58,3,0.5,56,56,"12-2-129-58",2017,12,2,129,58,3,0.5,56,56,"12-2-129-58","2019-8-14","2019-8",3,6,-1,1276,41.96,3.5,0,0,0,0,0,0,0,0,0,0,0,0
"60","12-2-129-63-2017","12-2-129-63-2012","12-2-129-63",12473.4369975859,10877.390771186,13.4727,10.9984,0,1,0,0,0,30.221428,-84.603524,6.3,2018,2012,4,0,0,0,999,608," 232Lc",1,1,6,0,1,"FL3022508459720140424","FL30225084597","2014","04","24",2012,12,2,129,63,8,15,"12-2-129-63",2012,12,2,129,63,3,1,0,77,"12-2-129-63",2017,12,2,129,63,1,1,4,4,"12-2-129-63","2018-8-15","2018-8",4,4,-9,1573,51.73,4.31,0,0,0,0,0,0,0,0,0,0,0,0
"61","12-2-129-71-2013","12-2-129-71-2007","12-2-129-71",20270.5884694112,12610.8255263301,43.5435,24.2304,0,1,0,1,0,30.181322,-84.455476,6,2013,2007,21,15,0,0,514,141," 232Lc",1,0,3,0,2,"FL3019708448120101118","FL30197084481","2010","11","18",2007,12,2,129,71,10,25,"12-2-129-71",2007,12,2,129,71,1,1,15,15,"12-2-129-71",2013,12,2,129,71,2,1,21,21,"12-2-129-71","2013-10-25","2013-10",3,-1,7,1072,35.25,2.94,2593.16624,2,0,0,1667.03544,2,0,0,-926.130799999999,0,0,0
"62","12-2-129-72-2013","12-2-129-72-2007","12-2-129-72",40431.4430711409,31573.3937116276,34.0001,29.293,0,1,0,1,0,30.054665,-84.367083,5.9,2013,2007,56,50,0,0,161,161," 232Lc",1,0,3,0,2,"FL3006708437520100217","FL30067084375","2010","02","17",2007,12,2,129,72,11,13,"12-2-129-72",2007,12,2,129,72,3,1,50,50,"12-2-129-72",2013,12,2,129,72,3,1,56,56,"12-2-129-72","2013-11-13","2013-11",3,9,-4,1365,44.89,3.74,2963.61856,1,0,0,3889.74936,3,3148.84472,1,926.1308,2,3148.84472,1
"63","12-2-129-76-2013","12-2-129-76-2007","12-2-129-76",61923.2217886883,52341.1867971755,57.9825,56.9713,0,1,0,1,0,30.25833,-84.589262,6,2013,2007,36,30,1,1,142,142," 232Lc",1,0,2,1,3,"FL3024608457020110115","FL30246084570","2011","01","15",2007,12,2,129,76,11,26,"12-2-129-76",2007,12,2,129,76,2,1,30,30,"12-2-129-76",2013,12,2,129,76,2,1,36,36,"12-2-129-76","2013-11-26","2013-11",2,10,11,1045,34.36,2.86,0,0,0,0,0,0,0,0,0,0,0,0
"64","12-2-129-77-2013","12-2-129-77-2007","12-2-129-77",30246.297972591,23739.0769439373,33.8576,28.4013,0,0,0,0,0,30.278186,-84.43659,6.1,2013,2007,71,66,0,0,166,409," 232Lc",0,0,5,0,1,"FL3028808443020080702","FL30288084430","2008","07","02",2007,12,2,129,77,10,25,"12-2-129-77",2007,12,2,129,77,2,0.25,25,25,"12-2-129-77",2013,12,2,129,77,2,0.0271,30,30,"12-2-129-77","2013-10-25","2013-10",5,3,23,1939,63.76,5.31,370.45232,1,0,0,1852.2616,2,0,0,1481.80928,1,0,0
"65","12-2-129-78-2013","12-2-129-78-2007","12-2-129-78",38462.9691398223,28073.2989810998,45.5793,26.0719,0,1,0,1,0,30.120099,-84.462227,6.1,2013,2007,26,20,1,1,141,141," 232Bg",1,0,4,0,1,"FL3010708446520090811","FL30107084465","2009","08","11",2007,12,2,129,78,11,1,"12-2-129-78",2007,12,2,129,78,3,0.4864,68,68,"12-2-129-78",2013,12,2,129,78,3,0.4864,74,74,"12-2-129-78","2013-11-1","2013-11",4,3,-10,1541,50.67,4.22,555.67848,2,0,0,555.67848,1,0,0,0,-1,0,0
"66","12-2-129-84-2015","12-2-129-84-2010","12-2-129-84",81122.0832631408,149954.298015924,66.0317,127.321,1,1,0,1,0,30.111493,-84.589655,6,2015,2009,35,30,1,1,142,142," 232Lc",1,0,3,1,3,"FL3012508457220080203","FL30125084572","2008","02","03",2010,12,2,129,84,11,16,"12-2-129-84",2010,12,2,129,84,2,1,30,30,"12-2-129-84",2015,12,2,129,84,2,1,35,35,"12-2-129-84","2015-11-16","2015-11",7,9,13,2842,93.46,7.79,0,0,0,0,0,0,0,0,0,0,0,0
"67","12-2-129-85-2014","12-2-129-85-2009","12-2-129-85",153.881267714712,268.484253698924,10.774,0.9571,0,1,0,1,0,30.138827,-84.58865,5.9,2014,2008,15,5,0,0,608,409," 232Lc",1,0,2,0,1,"FL3018808460320130408","FL30188084603","2013","04","08",2009,12,2,129,85,11,10,"12-2-129-85",2009,12,2,129,85,1,1,5,5,"12-2-129-85",2014,12,2,129,85,1,1,15,15,"12-2-129-85","2014-11-10","2014-11",1,7,2,580,19.07,1.59,1111.35696,3,185.22616,1,1111.35696,3,185.22616,1,0,0,0,0
"68","12-2-131-114-2013","12-2-131-114-2007","12-2-131-114",26911.7561248654,22374.1297313731,39.0924,28.8256,0,0,0,0,0,30.620343,-86.309882,5.6,2013,2007,65,59,0,0,514,514," 232Bg",0,0,4,0,2,"FL3062708632320091228","FL30627086323","2009","12","28",2007,12,2,131,114,10,23,"12-2-131-114",2007,12,2,131,114,2,1,59,59,"12-2-131-114",2013,12,2,131,114,2,1,65,65,"12-2-131-114","2013-10-23","2013-10",4,-2,-5,1394,45.84,3.82,2963.61856,2,0,0,2778.3924,5,370.45232,2,-185.22616,3,370.45232,2
"69","12-2-131-151-2015","12-2-131-151-2010","12-2-131-151",61708.1681684408,41821.5211980874,44.7821,30.3733,0,1,0,1,0,30.469014,-86.043307,5.5,2015,2010,32,27,1,0,142,142," 232Lb",1,0,3,0,1,"FL3045908602420120208","FL30459086024","2012","02","08",2010,12,2,131,151,3,3,"12-2-131-151",2010,12,2,131,151,2,0.25,51,51,"12-2-131-151",2015,12,2,131,151,2,0.25,56,56,"12-2-131-151","2015-3-3","2015-3",3,1,-5,1120,36.83,3.07,0,0,0,0,0,0,0,0,0,0,0,0
"70","12-2-131-23-2016","12-2-131-23-2011","12-2-131-23",9052.82169325527,7138.46239408106,9.4981,8.1892,0,1,0,1,0,30.653676,-86.376489,5.3,2016,2011,53,48,0,0,403,141," 232Bg",1,0,5,0,2,"FL3065008637120100329","FL30650086371","2010","03","29",2011,12,2,131,23,5,11,"12-2-131-23",2011,12,2,131,23,2,1,48,48,"12-2-131-23",2016,12,2,131,23,2,1,53,53,"12-2-131-23","2016-5-11","2016-5",6,2,-18,2233,73.43,6.12,0,0,0,0,0,0,0,0,0,0,0,0
"71","12-2-131-31-2011","12-2-131-31-2004","12-2-131-31",0,285.852290787378,5.6792,0.9199,1,0,0,0,0,30.567814,-86.273375,6.4,2011,2005,5,9,0,0,514,514," 232Bg",0,1,2,0,2,"FL3057708625320090221","FL30577086253","2009","02","21",2004,12,2,131,31,1,13,"12-2-131-31",2004,12,2,131,31,1,1,9,9,"12-2-131-31",2011,12,2,131,31,1,1,5,5,"12-2-131-31","2011-1-13","2011-1",2,-1,-8,692,22.76,1.9,12039.7004,5,370.45232,1,10187.4388,6,0,0,-1852.2616,1,-370.45232,-1
"72","12-2-131-98-2012","12-2-131-98-2006","12-2-131-98",1290.77128037479,124177.369478219,3.5314,128.4518,1,0,0,0,0,30.57477,-86.359317,6.2,2012,2006,4,53,0,0,164,507," 232Bg",0,1,2,0,2,"FL3058008634920100217","FL30580086349","2010","02","17",2006,12,2,131,98,1,3,"12-2-131-98",2006,12,2,131,98,3,1,53,53,"12-2-131-98",2012,12,2,131,98,1,1,4,4,"12-2-131-98","2012-1-3","2012-1",2,-1,-14,686,22.56,1.88,1296.58312,1,1296.58312,1,2593.16624,6,370.45232,2,1296.58312,5,-926.1308,1
"73","12-2-37-10-2011","12-2-37-10-2004","12-2-37-10",78857.7310723406,37878.022453179,101.3133,63.5152,0,0,0,0,0,29.968501,-84.583103,6.5,2011,2004,23,17,1,1,142,142," 232Lc",0,0,1,0,2,"FL2996008458920100315","FL29960084589","2010","03","15",2004,12,2,37,10,12,28,"12-2-37-10",2004,12,2,37,10,2,0.2353,55,55,"12-2-37-10",2011,12,2,37,10,2,0.2353,61,61,"12-2-37-10","2011-12-28","2011-12",1,9,13,652,21.44,1.79,1481.80928,3,0,0,4445.42784,4,0,0,2963.61856,1,0,0
"74","12-2-37-103-2013","12-2-37-103-2007","12-2-37-103",19959.1052838287,14573.046614115,10.5141,10.224,0,1,0,0,0,29.950863,-84.543933,5.8,2013,2008,31,25,0,0,608,407," 232Lc",1,0,4,0,2,"FL2995708453920090505","FL29957084539","2009","05","05",2007,12,2,37,103,3,10,"12-2-37-103",2007,12,2,37,103,3,0.25,25,25,"12-2-37-103",2013,12,2,37,103,2,0.25,45,45,"12-2-37-103","2013-3-10","2013-3",4,-2,5,1404,46.17,3.85,3889.74936,2,370.45232,1,926.1308,2,185.22616,1,-2963.61856,0,-185.22616,0
"75","12-2-37-16-2011","12-2-37-16-2004","12-2-37-16",21625.3020610187,18736.3834016275,7.8866,5.9619,0,0,0,0,0,29.952872,-84.871957,6.2,2011,2004,104,97,0,0,142,142," 232Lc",0,0,1,0,1,"FL2994808485720080108","FL29948084857","2008","01","08",2004,12,2,37,16,12,16,"12-2-37-16",2004,12,2,37,16,3,0.1612,80,80,"12-2-37-16",2011,12,2,37,16,3,0.1612,87,87,"12-2-37-16","2011-12-16","2011-12",3,11,8,1438,47.29,3.94,185.22616,1,185.22616,1,185.22616,1,0,0,0,0,-185.22616,-1
"76","12-2-37-18-2016","12-2-37-18-2011","12-2-37-18",4329.05320157254,11567.4934557927,15.391,50.9131,0,1,0,1,0,29.883184,-84.751176,6.8,2017,2010,21,15,1,1,142,142," 232Lc",1,0,6,1,3,"FL2987208477120111206","FL29872084771","2011","12","06",2011,12,2,37,18,11,15,"12-2-37-18",2011,12,2,37,18,2,1,15,15,"12-2-37-18",2016,12,2,37,18,2,1,21,21,"12-2-37-18","2017-11-15","2017-11",6,-1,9,2169,71.33,5.94,0,0,0,0,0,0,0,0,0,0,0,0
"77","12-2-37-51-2011","12-2-37-51-2004","12-2-37-51",193985.727905379,204773.823565984,253.7285,262.8628,0,1,0,1,0,29.659479,-85.135877,6.1,2011,2004,56,49,0,0,142,142," 232Lc",1,0,2,0,1,"FL2966308513620070224","FL29663085136","2007","02","24",2004,12,2,37,51,12,20,"12-2-37-51",2004,12,2,37,51,NA,0.25,NA,NA,"12-2-37-51",2011,12,2,37,51,NA,0.25,NA,NA,"12-2-37-51","2011-12-20","2011-12",4,10,-4,1760,57.88,4.82,0,0,0,0,0,0,0,0,0,0,0,0
"78","12-2-37-93-2013","12-2-37-93-2007","12-2-37-93",151748.548623442,99523.6421620319,145.4998,96.2296,0,1,0,1,0,29.938705,-84.679309,5.8,2014,2008,29,23,1,1,142,142," 232Lc",1,0,5,0,2,"FL2991608466720090209","FL29916084667","2009","02","09",2007,12,2,37,93,3,12,"12-2-37-93",2007,12,2,37,93,1,0.1471,10,10,"12-2-37-93",2013,12,2,37,93,0,0.25,0,0,"12-2-37-93","2014-3-12","2014-3",5,1,3,1858,61.1,5.09,0,0,0,0,0,0,0,0,0,0,0,0
"79","12-2-37-99-2013","12-2-37-99-2007","12-2-37-99",448.63955197584,1943.06777377652,1.2617,4.2872,0,1,0,1,0,29.877186,-84.691998,5.8,2014,2008,40,34,1,1,142,608," 232Lc",1,0,5,1,3,"FL2991608466720090209","FL29916084667","2009","02","09",2007,12,2,37,99,3,19,"12-2-37-99",2007,12,2,37,99,2,1,34,34,"12-2-37-99",2013,12,2,37,99,2,1,40,40,"12-2-37-99","2014-3-19","2014-3",5,1,10,1865,61.33,5.11,6668.14176,2,1111.35696,1,185.22616,1,0,0,-6482.9156,-1,-1111.35696,-1
"80","12-2-5-104-2013","12-2-5-104-2007","12-2-5-104",33138.4157404898,35172.499195919,23.7492,22.4126,1,0,0,0,0,30.326069,-85.712452,5.6,2013,2007,32,27,1,1,142,142," 232Lb",0,0,3,0,2,"FL3032108571120100409","FL30321085711","2010","04","09",2007,12,2,5,104,7,31,"12-2-5-104",2007,12,2,5,104,3,0.3216,45,45,"12-2-5-104",2013,12,2,5,104,3,0.3216,50,50,"12-2-5-104","2013-7-31","2013-7",3,3,22,1208,39.72,3.31,185.22616,1,0,0,7409.0464,1,7409.0464,1,7223.82024,0,7409.0464,1
"81","12-2-5-111-2013","12-2-5-111-2007","12-2-5-111",25178.1959963665,12645.2999039005,36.2923,20.4427,0,0,0,0,0,30.413242,-85.802857,5.6,2013,2007,19,14,1,1,142,142," 232Lb",0,0,4,0,1,"FL3041808580120090113","FL30418085801","2009","01","13",2007,12,2,5,111,7,30,"12-2-5-111",2007,12,2,5,111,1,0.25,0,25,"12-2-5-111",2013,12,2,5,111,1,0.25,0,30,"12-2-5-111","2013-7-30","2013-7",4,6,17,1659,54.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0
"82","12-2-5-76-2012","12-2-5-76-2006","12-2-5-76",28758.1399783834,60593.2939130615,32.7404,93.7575,1,0,0,0,0,30.297403,-85.725879,6.7,2012,2005,32,25,1,1,142,142," 232Lb",0,0,3,0,2,"FL3028608572120091105","FL30286085721","2009","11","05",2006,12,2,5,76,11,2,"12-2-5-76",2006,12,2,5,76,3,0.25,35,35,"12-2-5-76",2012,12,2,5,76,2,0.5,32,32,"12-2-5-76","2012-11-2","2012-11",3,0,-3,1092,35.91,2.99,0,0,0,0,0,0,0,0,0,0,0,0
"83","12-2-65-18-2011","12-2-65-18-2004","12-2-65-18",99287.7465219659,65324.4147457079,130.1641,114.8227,0,0,0,0,0,30.297002,-84.043101,6.2,2011,2005,22,16,1,1,142,142," 232Lc",0,0,3,0,2,"FL3029108403620080312","FL30291084036","2008","03","12",2004,12,2,65,18,3,7,"12-2-65-18",2004,12,2,65,18,3,0.25,0,50,"12-2-65-18",2011,12,2,65,18,1,0.25,0,15,"12-2-65-18","2011-3-7","2011-3",3,0,-5,1090,35.84,2.99,0,0,0,0,0,0,0,0,0,0,0,0
"84","12-2-65-74-2015","12-2-65-74-2010","12-2-65-74",207373.992695605,190639.211357606,154.0012,143.725,0,0,0,0,0,30.408974,-84.026979,5.9,2015,2010,80,75,0,0,602,602," 232Bj",0,0,4,0,1,"FL3041608405620110314","FL30416084056","2011","03","14",2010,12,2,65,74,1,20,"12-2-65-74",2010,12,2,65,74,4,1,75,75,"12-2-65-74",2015,12,2,65,74,3,1,80,80,"12-2-65-74","2015-1-20","2015-1",4,-2,6,1405,46.2,3.85,3889.74936,3,370.45232,1,4260.20168,4,0,0,370.45232,1,-370.45232,-1
"85","12-2-73-1-2011","12-2-73-1-2004","12-2-73-1",51266.4556831559,37100.5864113663,43.7133,33.0646,0,0,0,0,0,30.66734,-84.194805,6.6,2011,2004,34,27,1,0,161,161," 232Bj",1,0,2,0,2,"FL3067208420620090318","FL30672084206","2009","03","18",2004,12,2,73,1,6,30,"12-2-73-1",2004,12,2,73,1,2,1,27,27,"12-2-73-1",2011,12,2,73,1,3,1,34,34,"12-2-73-1","2011-6-30","2011-6",2,3,12,833,27.39,2.28,2407.94008,4,0,0,3334.07088,3,926.1308,1,926.1308,-1,926.1308,1
"86","12-2-73-15-2016","12-2-73-15-2011","12-2-73-15",76243.9117365581,128578.664168455,67.5659,124.619,1,1,0,1,0,30.366193,-84.62231,5.7,2016,2011,46,41,1,1,142,142," 232Lc",1,0,5,0,2,"FL3037608460920061219","FL30376084609","2006","12","19",2011,12,2,73,15,1,13,"12-2-73-15",2011,12,2,73,15,2,1,41,41,"12-2-73-15",2016,12,2,73,15,2,1,46,46,"12-2-73-15","2016-1-13","2016-1",10,-11,-6,3309,108.81,9.07,0,0,0,0,0,0,0,0,0,0,0,0
"87","12-2-73-17-2016","12-2-73-17-2011","12-2-73-17",14683.144003512,13857.2539224902,21.4309,16.9638,0,0,0,0,0,30.358147,-84.433175,5.7,2016,2011,72,67,0,0,141,142," 232Lc",0,0,3,1,3,"FL3034708445020090225","FL30347084450","2009","02","25",2011,12,2,73,17,1,18,"12-2-73-17",2011,12,2,73,17,2,1,67,67,"12-2-73-17",2016,12,2,73,17,2,1,72,72,"12-2-73-17","2016-1-18","2016-1",7,-1,-7,2518,82.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0
"88","12-2-73-170-2017","12-2-73-170-2012","12-2-73-170",121109.259935528,100546.75243824,117.9683,104.3553,0,0,1,0,0,30.31006,-84.362127,5.7,2018,2012,46,40,1,0,141,141," 232Bg",1,0,2,0,2,"FL3032008437020160114","FL30320084370","2016","01","14",2012,12,2,73,170,12,13,"12-2-73-170",2012,12,2,73,170,2,1,40,40,"12-2-73-170",2017,12,2,73,170,2,1,46,46,"12-2-73-170","2018-12-13","2018-12",2,11,-1,1064,34.99,2.92,1852.2616,2,0,0,2222.71392,3,0,0,370.45232,1,0,0
"89","12-2-73-180-2017","12-2-73-180-2012","12-2-73-180",71765.1680926692,85716.8183530596,15.8089,58.3319,0,1,0,0,0,30.379666,-84.458001,6,2018,2012,41,35,1,1,142,142," 232Lc",1,0,5,0,1,"FL3038708445420130301","FL30387084454","2013","03","01",2012,12,2,73,180,12,31,"12-2-73-180",2012,12,2,73,180,2,0.25,55,55,"12-2-73-180",2017,12,2,73,180,2,0.25,61,61,"12-2-73-180","2018-12-31","2018-12",5,9,30,2129,70.01,5.83,0,0,0,0,0,0,0,0,0,0,0,0
"90","12-2-73-203-2015","12-2-73-203-2010","12-2-73-203",77227.4714001035,72173.5905162937,71.0109,65.9099,0,0,0,0,0,30.315556,-84.487847,5.3,2015,2010,62,57,0,0,142,142," 232Lc",0,0,2,0,2,"FL3031908448020111220","FL30319084480","2011","12","20",2010,12,2,73,203,3,23,"12-2-73-203",2010,12,2,73,203,3,1,57,57,"12-2-73-203",2015,12,2,73,203,3,1,62,62,"12-2-73-203","2015-3-23","2015-3",4,-9,3,1189,39.1,3.26,0,0,0,0,0,0,0,0,0,0,0,0
